car_name,brand,model,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats
Renault Kwid,Renault,Kwid,2018,2.98,74390,Petrol,Dealer,Automatic,First Owner,19.7,1007.0,63.4,5
Maruti Wagon R,Maruti,Wagon R,2018,2.59,106907,Diesel,Dealer,Manual,First Owner,17.8,1537.0,99.0,5
Toyota Fortuner,Toyota,Fortuner,2013,4.52,122954,Diesel,Dealer,Automatic,Second Owner,23.4,800.0,45.0,5
Hyundai Grand i10,Hyundai,Grand i10,2020,4.48,123210,Petrol,Dealer,Manual,First Owner,19.8,1056.0,91.2,7
Kia Sonet,Kia,Sonet,2013,3.41,110123,CNG,Individual,Automatic,First Owner,20.6,1166.0,80.2,5
Hyundai i20,Hyundai,i20,2017,3.11,87824,Diesel,Trustmark Dealer,Manual,First Owner,16.5,1362.0,96.8,7
Toyota Glanza,Toyota,Glanza,2016,3.94,89164,Petrol,Individual,Manual,First Owner,15.6,1575.0,97.9,5
Honda WR-V,Honda,WR-V,2014,2.57,130616,Diesel,Dealer,Manual,Second Owner,23.2,817.0,47.6,5
Tata Altroz,Tata,Altroz,2022,4.88,41292,Diesel,Dealer,Manual,First Owner,14.3,1431.0,105.1,5
Ford Aspire,Ford,Aspire,2015,2.5,106472,Diesel,Dealer,Manual,First Owner,15.1,1629.0,95.6,5
Ford Figo,Ford,Figo,2015,2.94,69647,Diesel,Dealer,Automatic,First Owner,16.0,2021.0,128.9,5
Honda Amaze,Honda,Amaze,2023,8.62,70289,Diesel,Individual,Automatic,Second Owner,16.5,1447.0,98.1,5
Volkswagen Vento,Volkswagen,Vento,2023,7.31,53995,Electric,Individual,Manual,Second Owner,18.7,1039.0,72.7,7
Mahindra Scorpio,Mahindra,Scorpio,2012,3.09,103762,Diesel,Dealer,Manual,First Owner,20.0,800.0,52.7,5
Tata Tiago,Tata,Tiago,2015,2.3,140883,Diesel,Individual,Automatic,Second Owner,15.0,1840.0,115.0,5
Honda City,Honda,City,2021,6.81,49231,Diesel,Individual,Automatic,First Owner,19.1,1458.0,87.6,5
Maruti Wagon R,Maruti,Wagon R,2022,4.62,89032,CNG,Trustmark Dealer,Manual,Second Owner,20.2,1192.0,87.0,5
Volkswagen Polo,Volkswagen,Polo,2024,8.43,43077,Electric,Individual,Manual,Second Owner,20.6,800.0,63.6,7
Honda City,Honda,City,2019,3.72,126234,Petrol,Individual,Automatic,First Owner,22.3,874.0,62.9,5
Tata Nexon,Tata,Nexon,2012,2.02,152990,Petrol,Individual,Manual,Third Owner,17.8,1421.0,88.6,5
Maruti Baleno,Maruti,Baleno,2023,5.18,42822,Diesel,Dealer,Manual,First Owner,19.4,1324.0,104.7,5
Kia Carens,Kia,Carens,2014,3.64,103324,Petrol,Individual,Automatic,First Owner,18.5,800.0,48.6,5
Tata Harrier,Tata,Harrier,2013,2.67,143321,Diesel,Dealer,Manual,First Owner,20.6,1421.0,80.8,7
Ford Aspire,Ford,Aspire,2020,4.54,78727,Diesel,Individual,Automatic,Second Owner,21.0,800.0,58.3,5
Maruti Swift,Maruti,Swift,2019,2.94,87274,CNG,Individual,Manual,First Owner,10.2,1674.0,105.0,5
Mahindra Bolero,Mahindra,Bolero,2012,2.77,164489,Petrol,Individual,Automatic,First Owner,21.2,1273.0,93.8,5
Maruti Dzire,Maruti,Dzire,2014,2.27,107028,Diesel,Individual,Automatic,First Owner,19.2,1038.0,77.3,5
Maruti Dzire,Maruti,Dzire,2019,3.55,93008,Petrol,Dealer,Automatic,Third Owner,15.6,1547.0,100.3,5
Renault Triber,Renault,Triber,2015,2.22,138001,Petrol,Individual,Automatic,First Owner,16.4,1324.0,91.8,5
Kia EV6,Kia,EV6,2020,6.5,102300,Petrol,Individual,Automatic,First Owner,16.6,1664.0,110.4,5
Hyundai Grand i10,Hyundai,Grand i10,2017,2.55,100488,Petrol,Individual,Manual,First Owner,16.4,1228.0,99.4,7
Tata Harrier,Tata,Harrier,2019,4.1,84644,Petrol,Individual,Automatic,Second Owner,16.9,1249.0,85.7,5
Ford Figo,Ford,Figo,2018,3.69,59246,Diesel,Individual,Automatic,First Owner,17.8,1100.0,70.1,5
Kia EV6,Kia,EV6,2016,3.81,87262,Diesel,Individual,Manual,First Owner,17.2,1292.0,87.6,5
Tata Harrier,Tata,Harrier,2016,1.82,117503,Petrol,Trustmark Dealer,Manual,Third Owner,14.0,1794.0,92.7,5
Honda WR-V,Honda,WR-V,2021,5.22,74966,Petrol,Individual,Manual,First Owner,21.0,1024.0,71.1,5
Volkswagen Polo,Volkswagen,Polo,2018,3.22,99148,Petrol,Individual,Manual,First Owner,17.6,1427.0,102.2,5
Ford EcoSport,Ford,EcoSport,2019,3.36,113863,Electric,Dealer,Manual,Second Owner,20.8,892.0,68.9,5
Volkswagen Taigun,Volkswagen,Taigun,2019,4.24,64878,CNG,Individual,Manual,First Owner,21.8,800.0,61.4,5
Honda WR-V,Honda,WR-V,2014,2.59,118304,Petrol,Dealer,Manual,First Owner,17.7,1273.0,90.2,5
Maruti Wagon R,Maruti,Wagon R,2023,5.37,69151,Petrol,Dealer,Manual,First Owner,15.6,1330.0,97.0,5
Kia Sonet,Kia,Sonet,2019,6.06,75508,Petrol,Dealer,Manual,Second Owner,22.2,1161.0,90.3,7
Renault Kwid,Renault,Kwid,2021,4.12,109492,Diesel,Trustmark Dealer,Automatic,Third Owner,22.4,800.0,62.6,5
Volkswagen Polo,Volkswagen,Polo,2023,6.65,84988,Petrol,Dealer,Manual,First Owner,21.0,1307.0,84.4,7
Maruti Swift,Maruti,Swift,2024,5.63,64882,Petrol,Individual,Manual,First Owner,19.9,1293.0,67.6,5
Hyundai i20,Hyundai,i20,2020,3.9,123973,Petrol,Trustmark Dealer,Manual,First Owner,19.1,889.0,71.7,5
Volkswagen Taigun,Volkswagen,Taigun,2022,5.83,38524,Petrol,Individual,Automatic,First Owner,15.9,800.0,63.1,5
Maruti Wagon R,Maruti,Wagon R,2018,2.23,97330,Petrol,Dealer,Automatic,First Owner,16.4,1112.0,77.4,7
Mahindra Scorpio,Mahindra,Scorpio,2021,5.73,86059,Petrol,Dealer,Manual,First Owner,18.3,1429.0,88.1,7
Tata Tiago,Tata,Tiago,2016,2.27,90379,Diesel,Dealer,Manual,First Owner,17.3,1346.0,96.8,5
Ford Figo,Ford,Figo,2021,4.7,84615,Petrol,Trustmark Dealer,Manual,First Owner,19.2,892.0,62.0,5
Kia Sonet,Kia,Sonet,2013,3.4,105655,Petrol,Individual,Manual,First Owner,13.1,1248.0,83.4,5
Tata Harrier,Tata,Harrier,2023,5.79,80192,Diesel,Dealer,Automatic,First Owner,16.6,1510.0,97.6,5
Hyundai Verna,Hyundai,Verna,2015,2.29,140272,Petrol,Individual,Manual,First Owner,18.4,800.0,62.6,5
Toyota Innova,Toyota,Innova,2020,6.62,90491,Diesel,Dealer,Manual,First Owner,16.8,1222.0,73.0,5
Toyota Fortuner,Toyota,Fortuner,2012,4.81,95738,Electric,Dealer,Manual,First Owner,17.4,1669.0,111.3,7
Tata Harrier,Tata,Harrier,2014,2.09,102230,Petrol,Individual,Manual,First Owner,18.5,800.0,53.2,5
Toyota Glanza,Toyota,Glanza,2024,10.95,70923,CNG,Dealer,Manual,First Owner,14.2,1604.0,97.7,5
Kia Sonet,Kia,Sonet,2022,8.36,71966,Diesel,Individual,Manual,First Owner,15.6,1767.0,119.3,5
Tata Nexon,Tata,Nexon,2014,2.3,64231,Diesel,Individual,Manual,Second Owner,20.5,1122.0,68.7,5
Maruti Dzire,Maruti,Dzire,2013,1.93,157342,Petrol,Trustmark Dealer,Manual,Second Owner,18.2,1080.0,81.5,5
Tata Harrier,Tata,Harrier,2022,4.87,74506,Petrol,Dealer,Manual,Second Owner,19.3,1562.0,101.7,5
Tata Altroz,Tata,Altroz,2024,7.42,40480,Petrol,Dealer,Automatic,First Owner,16.1,1135.0,64.2,5
Maruti Wagon R,Maruti,Wagon R,2014,2.1,145389,Electric,Individual,Manual,Second Owner,17.6,800.0,69.9,5
Maruti Dzire,Maruti,Dzire,2020,3.57,69594,Diesel,Individual,Manual,First Owner,15.4,1165.0,81.6,5
Ford EcoSport,Ford,EcoSport,2015,2.37,101854,Petrol,Individual,Manual,First Owner,14.1,1365.0,93.2,5
Hyundai Creta,Hyundai,Creta,2021,5.78,85883,Petrol,Individual,Automatic,First Owner,17.6,1459.0,103.3,5
Mahindra Thar,Mahindra,Thar,2017,3.15,143182,Petrol,Individual,Automatic,First Owner,18.1,892.0,76.1,7
Hyundai Creta,Hyundai,Creta,2013,2.72,165718,Petrol,Individual,Automatic,First Owner,16.0,1106.0,77.4,7
Maruti Dzire,Maruti,Dzire,2016,2.29,118413,Diesel,Dealer,Manual,First Owner,,1542.0,104.7,5
Volkswagen Vento,Volkswagen,Vento,2019,3.91,101172,Petrol,Individual,Automatic,Second Owner,20.1,1179.0,82.8,5
Kia Sonet,Kia,Sonet,2022,8.04,88912,Diesel,Dealer,Manual,First Owner,22.7,800.0,56.3,7
Hyundai i20,Hyundai,i20,2012,3.14,108846,Diesel,Trustmark Dealer,Automatic,Second Owner,17.7,1633.0,92.1,5
Hyundai Verna,Hyundai,Verna,2024,7.93,72671,Diesel,Individual,Automatic,Second Owner,16.9,1125.0,78.6,5
Maruti Swift,Maruti,Swift,2020,3.52,68350,Diesel,Dealer,Manual,First Owner,16.8,1582.0,113.0,7
Honda WR-V,Honda,WR-V,2023,6.18,72006,Petrol,Individual,Manual,First Owner,21.5,800.0,63.7,5
Tata Nexon,Tata,Nexon,2024,5.94,53495,Diesel,Individual,Manual,First Owner,17.6,1158.0,70.2,7
Hyundai i20,Hyundai,i20,2013,2.47,141026,Diesel,Dealer,Manual,First Owner,17.7,1378.0,99.6,7
Maruti Baleno,Maruti,Baleno,2013,1.89,132598,Petrol,Individual,Automatic,Third Owner,16.0,1169.0,76.8,5
Honda City,Honda,City,2022,6.3,5000,Petrol,Individual,Manual,Second Owner,19.3,800.0,45.0,5
Mahindra Scorpio,Mahindra,Scorpio,2014,2.86,127435,Petrol,Dealer,Automatic,Second Owner,21.3,800.0,67.1,5
Toyota Etios,Toyota,Etios,2013,4.55,144127,Petrol,Individual,Automatic,First Owner,18.4,1733.0,102.8,5
Honda Jazz,Honda,Jazz,2018,3.49,107310,Petrol,Dealer,Manual,Second Owner,20.2,1287.0,100.0,5
Maruti Wagon R,Maruti,Wagon R,2023,4.83,62743,Petrol,Dealer,Manual,Second Owner,17.4,1608.0,112.6,5
Hyundai i20,Hyundai,i20,2022,5.47,107627,Diesel,Individual,Manual,First Owner,16.7,1525.0,97.1,5
Hyundai Verna,Hyundai,Verna,2018,3.62,104350,Petrol,Dealer,Automatic,First Owner,17.0,1409.0,96.2,5
Volkswagen Polo,Volkswagen,Polo,2014,2.44,133128,Petrol,Individual,Manual,First Owner,16.1,1088.0,94.2,7
Kia Carens,Kia,Carens,2016,3.65,133478,Petrol,Individual,Manual,First Owner,15.7,1371.0,98.4,5
Kia EV6,Kia,EV6,2020,5.9,92477,Petrol,Trustmark Dealer,Manual,Second Owner,13.9,1701.0,,5
Mahindra XUV500,Mahindra,XUV500,2014,3.88,103743,Electric,Individual,Automatic,First Owner,19.3,1229.0,105.7,5
Mahindra Scorpio,Mahindra,Scorpio,2018,3.7,43856,Petrol,Dealer,Manual,First Owner,16.5,1866.0,118.6,7
Mahindra Bolero,Mahindra,Bolero,2012,2.92,126003,Petrol,Individual,Manual,Second Owner,22.0,800.0,63.7,5
Maruti Dzire,Maruti,Dzire,2016,1.91,127240,Petrol,Individual,Automatic,First Owner,22.9,800.0,51.5,5
Maruti Swift,Maruti,Swift,2015,1.79,109231,Petrol,Dealer,Manual,First Owner,16.6,1546.0,86.6,5
Hyundai Creta,Hyundai,Creta,2020,4.02,102125,Diesel,Dealer,Manual,Second Owner,18.0,913.0,62.9,5
Honda City,Honda,City,2023,6.39,68272,Diesel,Individual,Manual,Second Owner,14.3,1915.0,120.6,5
Maruti Swift,Maruti,Swift,2013,1.74,158337,Petrol,Dealer,Manual,Second Owner,14.3,1668.0,109.4,5
Renault Duster,Renault,Duster,2022,5.46,65005,Diesel,Individual,Manual,First Owner,16.6,1756.0,100.2,5
Toyota Etios,Toyota,Etios,2020,6.79,94787,Petrol,Individual,Manual,Third Owner,15.9,1510.0,103.3,7
Honda WR-V,Honda,WR-V,2024,6.0,69629,Diesel,Dealer,Manual,Second Owner,19.9,877.0,56.6,5
Maruti Wagon R,Maruti,Wagon R,2023,4.68,98035,Diesel,Dealer,Manual,Second Owner,21.9,800.0,63.9,5
Hyundai Grand i10,Hyundai,Grand i10,2013,2.48,92453,Petrol,Individual,Manual,First Owner,13.9,1723.0,117.2,5
Maruti Dzire,Maruti,Dzire,2021,4.16,67915,Diesel,Dealer,Manual,First Owner,22.5,800.0,55.8,5
Renault Duster,Renault,Duster,2019,3.12,109667,Diesel,Individual,Manual,Second Owner,12.6,1755.0,103.8,5
Toyota Fortuner,Toyota,Fortuner,2013,4.16,164009,Petrol,Trustmark Dealer,Automatic,Second Owner,17.6,1434.0,106.2,5
Ford Endeavour,Ford,Endeavour,2015,3.28,122281,Electric,Dealer,Automatic,First Owner,18.3,1173.0,86.5,5
Hyundai Creta,Hyundai,Creta,2024,7.25,52060,CNG,Individual,Manual,First Owner,19.1,1355.0,90.7,5
Tata Altroz,Tata,Altroz,2019,3.28,107656,Petrol,Individual,Automatic,Second Owner,14.7,1363.0,101.7,5
Tata Nexon,Tata,Nexon,2016,2.28,129611,Diesel,Trustmark Dealer,Automatic,First Owner,15.7,1129.0,77.8,5
Volkswagen Vento,Volkswagen,Vento,2016,2.38,102587,Diesel,Dealer,Manual,First Owner,17.1,,103.5,5
Volkswagen Vento,Volkswagen,Vento,2022,7.43,78766,Petrol,Individual,Automatic,First Owner,14.8,1687.0,99.8,5
Hyundai Grand i10,Hyundai,Grand i10,2015,2.48,142971,Petrol,Individual,Automatic,First Owner,17.9,1254.0,83.1,5
Mahindra Thar,Mahindra,Thar,2014,2.85,165090,CNG,Individual,Manual,Second Owner,18.2,990.0,75.6,5
Maruti Baleno,Maruti,Baleno,2019,2.9,107337,Diesel,Dealer,Manual,First Owner,17.6,1657.0,117.3,5
Kia Seltos,Kia,Seltos,2024,8.36,59471,Petrol,Trustmark Dealer,Manual,First Owner,21.2,800.0,59.2,5
Maruti Dzire,Maruti,Dzire,2014,1.92,122310,Petrol,Dealer,Manual,Second Owner,18.0,1355.0,99.2,5
Hyundai Creta,Hyundai,Creta,2015,2.69,129262,Petrol,Individual,Automatic,Second Owner,14.6,1459.0,93.5,5
Renault Kwid,Renault,Kwid,2018,2.79,94955,CNG,Dealer,Manual,First Owner,20.9,910.0,58.8,7
Maruti Dzire,Maruti,Dzire,2014,2.1,127672,Diesel,Individual,Manual,First Owner,14.5,1541.0,89.3,5
Tata Altroz,Tata,Altroz,2020,3.79,61226,Petrol,Individual,Manual,Second Owner,17.1,1191.0,76.5,5
Tata Nexon,Tata,Nexon,2015,2.02,145535,CNG,Individual,Automatic,First Owner,16.7,1009.0,60.3,5
Hyundai Verna,Hyundai,Verna,2013,2.53,104915,Diesel,Individual,Manual,First Owner,16.1,1537.0,115.6,5
Ford Aspire,Ford,Aspire,2015,2.14,107493,Petrol,Individual,Automatic,First Owner,22.6,820.0,63.6,5
Renault Kiger,Renault,Kiger,2024,5.45,60647,Petrol,Individual,Manual,First Owner,17.1,1504.0,97.0,7
Kia Sonet,Kia,Sonet,2024,9.06,102301,Diesel,Individual,Manual,Second Owner,19.7,800.0,72.8,5
Hyundai Verna,Hyundai,Verna,2018,3.01,88200,Petrol,Dealer,Manual,First Owner,18.0,1300.0,76.1,5
Honda Amaze,Honda,Amaze,2017,2.67,89347,Petrol,Individual,Manual,First Owner,18.5,1215.0,80.7,7
Hyundai Grand i10,Hyundai,Grand i10,2022,5.98,59382,Diesel,Individual,Manual,First Owner,19.5,1011.0,86.6,7
Hyundai i20,Hyundai,i20,2014,2.24,159995,CNG,Individual,Manual,First Owner,17.9,1336.0,87.3,5
Maruti Dzire,Maruti,Dzire,2020,3.62,22628,Petrol,Individual,Manual,First Owner,16.4,1172.0,,5
Mahindra Scorpio,Mahindra,Scorpio,2020,5.09,62439,CNG,Individual,Manual,Second Owner,16.5,1569.0,107.6,5
Kia Carens,Kia,Carens,2021,7.06,138088,CNG,Dealer,Automatic,First Owner,13.7,1396.0,,5
Volkswagen Taigun,Volkswagen,Taigun,2014,2.61,136499,Petrol,Individual,Automatic,First Owner,18.6,1358.0,100.4,5
Honda Amaze,Honda,Amaze,2021,5.31,53668,Petrol,Individual,Manual,First Owner,15.6,1302.0,86.6,7
Honda City,Honda,City,2019,3.96,90077,Diesel,Dealer,Automatic,Second Owner,21.6,1035.0,68.0,5
Honda Amaze,Honda,Amaze,2023,6.81,66484,Diesel,Individual,Manual,First Owner,14.0,1094.0,74.2,5
Honda Jazz,Honda,Jazz,2014,2.59,142114,Petrol,Dealer,Manual,Third Owner,21.2,1287.0,77.9,5
Tata Harrier,Tata,Harrier,2019,3.23,131469,Diesel,Individual,Manual,Second Owner,15.4,1139.0,77.1,5
Maruti Wagon R,Maruti,Wagon R,2022,5.08,80048,Diesel,Trustmark Dealer,Manual,First Owner,13.8,1589.0,102.4,5
Maruti Wagon R,Maruti,Wagon R,2015,2.3,105124,Diesel,Individual,Automatic,First Owner,18.7,1233.0,96.3,5
Mahindra Bolero,Mahindra,Bolero,2021,5.7,95315,Diesel,Individual,Manual,First Owner,18.8,1332.0,93.0,5
Honda Amaze,Honda,Amaze,2013,2.8,114638,Petrol,Dealer,Manual,Third Owner,20.0,800.0,77.9,7
Mahindra Scorpio,Mahindra,Scorpio,2021,6.79,55266,Petrol,Individual,Manual,Third Owner,18.3,,81.9,5
Maruti Baleno,Maruti,Baleno,2019,3.06,52282,Petrol,Dealer,Manual,First Owner,17.9,997.0,60.1,5
Honda Amaze,Honda,Amaze,2014,2.28,89067,CNG,Individual,Manual,First Owner,19.6,835.0,58.1,7
Hyundai i20,Hyundai,i20,2012,2.72,116778,CNG,Individual,Manual,First Owner,14.5,1776.0,124.6,5
Hyundai Grand i10,Hyundai,Grand i10,2021,5.12,52088,Diesel,Dealer,Manual,First Owner,15.9,1444.0,93.5,5
Maruti Swift,Maruti,Swift,2015,1.6,123891,Petrol,Dealer,Manual,Second Owner,12.6,1542.0,88.1,5
Maruti Wagon R,Maruti,Wagon R,2018,3.07,71113,Diesel,Individual,Manual,Third Owner,17.4,1359.0,87.8,5
Kia Sonet,Kia,Sonet,2012,4.61,67339,Petrol,Individual,Automatic,First Owner,18.3,1167.0,69.6,5
Hyundai Verna,Hyundai,Verna,2024,6.43,35533,Petrol,Dealer,Manual,Second Owner,21.0,1102.0,64.5,5
Toyota Glanza,Toyota,Glanza,2019,6.03,80619,Petrol,Dealer,Manual,Second Owner,14.2,1473.0,112.0,5
Tata Harrier,Tata,Harrier,2024,6.55,45180,Diesel,Dealer,Manual,First Owner,14.9,1596.0,100.0,5
Tata Tiago,Tata,Tiago,2014,1.92,156929,Petrol,Dealer,Manual,First Owner,20.9,1176.0,81.1,5
Honda Amaze,Honda,Amaze,2014,2.92,110002,Diesel,Individual,Manual,First Owner,14.9,1925.0,120.1,5
Maruti Dzire,Maruti,Dzire,2019,3.0,110380,Electric,Dealer,Manual,Second Owner,19.8,1131.0,75.2,5
Mahindra Bolero,Mahindra,Bolero,2019,4.28,90582,Diesel,Individual,Manual,Third Owner,21.5,800.0,52.3,5
Renault Triber,Renault,Triber,2022,3.94,70569,Petrol,Individual,Manual,First Owner,21.5,800.0,56.5,5
Volkswagen Polo,Volkswagen,Polo,2024,7.32,40121,CNG,Dealer,Manual,First Owner,24.2,800.0,61.7,5
Tata Nexon,Tata,Nexon,2022,5.64,70206,Diesel,Dealer,Manual,First Owner,19.3,1055.0,84.4,5
Maruti Dzire,Maruti,Dzire,2013,1.9,113167,Petrol,Individual,Manual,First Owner,16.8,1119.0,84.1,7
Kia Carens,Kia,Carens,2016,3.68,114240,Diesel,Dealer,Manual,First Owner,18.3,1439.0,84.4,7
Hyundai Verna,Hyundai,Verna,2023,6.58,59802,CNG,Individual,Manual,Second Owner,17.3,1190.0,88.4,5
Maruti Dzire,Maruti,Dzire,2019,3.32,70218,Petrol,Individual,Automatic,First Owner,16.5,1495.0,101.0,5
Hyundai Creta,Hyundai,Creta,2023,6.76,86821,Petrol,Dealer,Manual,Second Owner,19.0,1216.0,76.9,5
Volkswagen Taigun,Volkswagen,Taigun,2019,3.72,100390,Petrol,Dealer,Automatic,First Owner,16.7,1205.0,82.7,7
Toyota Innova,Toyota,Innova,2012,4.31,126642,Petrol,Individual,Manual,First Owner,18.4,998.0,74.5,5
Volkswagen Vento,Volkswagen,Vento,2018,3.47,100700,Diesel,Individual,Manual,Second Owner,16.5,1698.0,108.8,5
Volkswagen Vento,Volkswagen,Vento,2022,5.01,69655,Petrol,Individual,Manual,First Owner,19.5,800.0,62.8,7
Hyundai Verna,Hyundai,Verna,2020,5.88,65412,Petrol,Individual,Automatic,First Owner,19.7,1305.0,79.9,5
Kia Seltos,Kia,Seltos,2013,4.09,131550,Petrol,Trustmark Dealer,Manual,Second Owner,16.7,1136.0,93.4,5
Tata Nexon,Tata,Nexon,2014,2.21,109837,Petrol,Individual,Manual,First Owner,14.8,1474.0,80.6,5
Toyota Innova,Toyota,Innova,2023,10.77,44211,Petrol,Dealer,Manual,First Owner,22.2,1193.0,85.2,5
Maruti Baleno,Maruti,Baleno,2024,5.44,22799,Diesel,Individual,Manual,First Owner,15.3,1203.0,84.1,5
Mahindra XUV500,Mahindra,XUV500,2021,6.09,70110,Petrol,Individual,Automatic,Second Owner,18.8,1107.0,81.0,5
Hyundai i20,Hyundai,i20,2013,2.24,142473,Petrol,Individual,Manual,First Owner,19.3,1688.0,102.2,5
Maruti Dzire,Maruti,Dzire,2020,3.06,69217,CNG,Dealer,Manual,Second Owner,18.3,1201.0,90.4,5
Tata Altroz,Tata,Altroz,2022,6.05,126955,Electric,Trustmark Dealer,Manual,First Owner,17.2,1889.0,118.0,7
Maruti Baleno,Maruti,Baleno,2020,3.17,103985,Petrol,Individual,Manual,First Owner,19.1,1295.0,76.7,5
Maruti Dzire,Maruti,Dzire,2019,3.0,119695,Petrol,Individual,Automatic,Second Owner,18.3,1208.0,72.7,5
Toyota Innova,Toyota,Innova,2018,5.31,114995,Petrol,Individual,Automatic,First Owner,18.4,1149.0,79.2,5
Tata Nexon,Tata,Nexon,2015,2.3,157763,Petrol,Dealer,Automatic,First Owner,13.0,1397.0,79.1,5
Kia Sonet,Kia,Sonet,2015,3.16,99685,Petrol,Individual,Manual,First Owner,18.8,994.0,84.1,5
Hyundai i20,Hyundai,i20,2021,5.14,21663,CNG,Trustmark Dealer,Manual,First Owner,18.5,1251.0,92.2,7
Ford Endeavour,Ford,Endeavour,2012,2.24,126685,Diesel,Individual,Manual,First Owner,18.8,1203.0,95.8,5
Tata Tiago,Tata,Tiago,2013,2.38,142280,Petrol,Dealer,Manual,First Owner,22.6,1314.0,101.0,5
Toyota Fortuner,Toyota,Fortuner,2017,4.85,107333,Electric,Dealer,Automatic,First Owner,18.2,1323.0,84.9,5
Toyota Glanza,Toyota,Glanza,2022,8.13,77560,Petrol,Individual,Manual,First Owner,18.8,1341.0,81.8,5
Tata Nexon,Tata,Nexon,2020,3.02,113560,Petrol,Individual,Manual,First Owner,20.5,1233.0,61.4,5
Mahindra XUV500,Mahindra,XUV500,2019,4.04,99405,Petrol,Dealer,Manual,First Owner,16.4,1749.0,107.9,5
Hyundai Verna,Hyundai,Verna,2018,3.43,115076,Petrol,Individual,Automatic,First Owner,17.3,1348.0,103.3,5
Maruti Baleno,Maruti,Baleno,2013,2.15,109329,CNG,Individual,Manual,First Owner,13.1,2112.0,124.5,5
Ford Aspire,Ford,Aspire,2016,2.45,86401,Petrol,Dealer,Manual,Second Owner,17.5,1217.0,80.3,5
Renault Duster,Renault,Duster,2013,1.94,165510,Diesel,Individual,Manual,First Owner,17.4,1536.0,95.0,7
Maruti Dzire,Maruti,Dzire,2021,4.15,80219,Petrol,Dealer,Automatic,First Owner,19.4,946.0,70.0,7
Tata Harrier,Tata,Harrier,2021,4.43,64288,CNG,Individual,Manual,First Owner,16.9,,118.2,7
Kia Seltos,Kia,Seltos,2015,4.37,103329,Diesel,Dealer,Manual,First Owner,17.7,954.0,55.2,5
Volkswagen Virtus,Volkswagen,Virtus,2015,2.47,102719,Petrol,Individual,Manual,First Owner,17.7,1360.0,79.0,5
Mahindra Bolero,Mahindra,Bolero,2016,3.38,94902,Petrol,Individual,Automatic,Second Owner,22.0,1107.0,87.8,5
Honda City,Honda,City,2023,8.13,36770,CNG,Individual,Automatic,First Owner,17.0,1358.0,95.6,5
Toyota Glanza,Toyota,Glanza,2018,5.3,64490,Petrol,Individual,Manual,First Owner,22.5,1118.0,74.4,7
Hyundai Grand i10,Hyundai,Grand i10,2021,5.07,73709,Petrol,Individual,Manual,Third Owner,20.2,924.0,79.5,5
Mahindra Scorpio,Mahindra,Scorpio,2017,2.97,90955,CNG,Individual,Manual,First Owner,18.7,1105.0,64.9,5
Tata Harrier,Tata,Harrier,2021,4.41,102357,Petrol,Dealer,Manual,Second Owner,15.6,1740.0,118.1,5
Ford Endeavour,Ford,Endeavour,2018,3.08,103947,Petrol,Individual,Manual,Second Owner,16.8,1364.0,89.5,5
Tata Harrier,Tata,Harrier,2015,2.14,122836,Petrol,Individual,Manual,First Owner,16.6,800.0,63.9,7
Honda WR-V,Honda,WR-V,2023,6.73,48651,Petrol,Individual,Automatic,First Owner,18.0,1583.0,83.0,5
Ford EcoSport,Ford,EcoSport,2021,5.3,75337,Petrol,Individual,Manual,First Owner,24.5,888.0,61.8,5
Honda City,Honda,City,2022,6.22,79442,Petrol,Individual,Manual,Second Owner,,1460.0,101.2,5
Kia EV6,Kia,EV6,2024,8.01,74256,Petrol,Individual,Manual,First Owner,18.3,1394.0,91.2,5
Tata Harrier,Tata,Harrier,2015,2.19,114934,Petrol,Dealer,Manual,Second Owner,16.8,1416.0,102.9,5
Toyota Etios,Toyota,Etios,2013,3.5,153740,Petrol,Dealer,Manual,First Owner,17.0,1849.0,126.5,5
Hyundai Creta,Hyundai,Creta,2019,4.58,91175,Electric,Dealer,Manual,First Owner,19.9,910.0,57.4,5
Tata Altroz,Tata,Altroz,2016,2.32,127942,Diesel,Individual,Manual,First Owner,17.7,1414.0,99.4,7
Tata Nexon,Tata,Nexon,2017,2.46,93223,Petrol,Dealer,Manual,First Owner,12.8,1641.0,97.3,5
Maruti Baleno,Maruti,Baleno,2015,1.87,77123,Petrol,Dealer,Manual,First Owner,18.5,975.0,69.1,5
Maruti Swift,Maruti,Swift,2017,2.06,109903,Diesel,Dealer,Manual,Third Owner,20.5,939.0,71.9,5
Ford Figo,Ford,Figo,2017,2.62,119957,Petrol,Individual,Manual,First Owner,20.7,,68.8,5
Toyota Glanza,Toyota,Glanza,2016,4.46,123157,Petrol,Individual,Manual,Second Owner,19.6,1314.0,,5
Ford EcoSport,Ford,EcoSport,2021,5.04,87288,Diesel,Individual,Manual,Third Owner,17.4,800.0,55.0,7
Maruti Wagon R,Maruti,Wagon R,2019,2.56,83331,Petrol,Individual,Manual,First Owner,14.3,,87.0,5
Hyundai i20,Hyundai,i20,2018,3.44,79751,Diesel,Dealer,Manual,First Owner,21.7,800.0,64.7,5
Maruti Wagon R,Maruti,Wagon R,2013,1.88,142138,CNG,Individual,Manual,First Owner,14.3,1653.0,99.2,5
Volkswagen Vento,Volkswagen,Vento,2019,4.11,100381,Diesel,Individual,Automatic,First Owner,19.1,1380.0,83.8,5
