car_name,brand,model,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats,car_age,price_per_10k_km,price_segment,mileage_category,age_group
Hyundai Verna,Hyundai,Verna,2021,5.49,69289,Petrol,Individual,Manual,Second Owner,18.3,1465.0,93.6,5,4,0.7923335594394494,Mid-range,High,4-7 years
Honda Jazz,Honda,Jazz,2023,6.21,96999,CNG,Trustmark Dealer,Manual,Second Owner,16.6,1589.0,104.6,7,2,0.6402127856988217,Mid-range,Medium,0-3 years
Honda Amaze,Honda,Amaze,2016,2.69,118773,Diesel,Individual,Manual,Second Owner,18.3,1116.0,78.3,5,9,0.22648244971500256,Budget,High,8-12 years
Ford EcoSport,Ford,EcoSport,2018,3.53,79045,Petrol,Individual,Automatic,First Owner,19.0,1199.0,85.7,5,7,0.4465810614207097,Budget,High,4-7 years
Toyota Glanza,Toyota,Glanza,2022,11.68,56424,Electric,Trustmark Dealer,Automatic,First Owner,19.7,1214.0,90.7,5,3,2.0700411172550686,Premium,High,0-3 years
Toyota Etios,Toyota,Etios,2014,3.58,111186,Petrol,Individual,Manual,First Owner,20.3,1023.0,81.2,5,11,0.3219829834691418,Budget,High,8-12 years
Hyundai Creta,Hyundai,Creta,2014,2.99,131446,Diesel,Individual,Manual,Second Owner,19.4,1098.0,78.9,5,11,0.22746983552181124,Budget,High,8-12 years
Volkswagen Taigun,Volkswagen,Taigun,2022,5.5,100940,Petrol,Individual,Manual,Third Owner,20.9,964.0,57.7,5,3,0.5448781454329304,Mid-range,High,0-3 years
Honda Amaze,Honda,Amaze,2014,2.44,146653,Petrol,Individual,Manual,First Owner,18.9,1043.0,71.5,5,11,0.16637913987439737,Budget,High,8-12 years
Tata Nexon,Tata,Nexon,2022,4.06,81532,Petrol,Dealer,Manual,Third Owner,18.6,1217.0,80.6,5,3,0.49796398959917576,Mid-range,High,0-3 years
Toyota Etios,Toyota,Etios,2018,5.42,68203,Petrol,Individual,Manual,Third Owner,19.0,912.0,63.4,7,7,0.794686450742636,Mid-range,High,4-7 years
Tata Nexon,Tata,Nexon,2024,5.96,29285,Petrol,Trustmark Dealer,Manual,First Owner,14.7,1300.0,81.9,5,1,2.0351715895509646,Mid-range,Medium,0-3 years
Honda Amaze,Honda,Amaze,2012,2.81,148231,Petrol,Individual,Automatic,Second Owner,18.5,1300.0,91.6,5,13,0.18956898354595192,Budget,High,13+ years
Ford Endeavour,Ford,Endeavour,2024,6.36,28899,Diesel,Dealer,Automatic,First Owner,19.4,1137.0,81.7,5,1,2.2007681926710267,Mid-range,High,0-3 years
Kia Carens,Kia,Carens,2014,3.31,118537,Petrol,Dealer,Manual,First Owner,19.4,910.0,67.8,5,11,0.27923770637016293,Budget,High,8-12 years
Kia EV6,Kia,EV6,2012,3.55,143191,Petrol,Dealer,Automatic,First Owner,20.2,1237.0,83.7,5,13,0.24792060953551548,Budget,High,13+ years
Honda Jazz,Honda,Jazz,2021,6.09,52972,Electric,Individual,Manual,First Owner,17.9,1023.0,54.1,7,4,1.1496639734199199,Mid-range,Medium,4-7 years
Honda City,Honda,City,2018,4.11,74966,Diesel,Individual,Automatic,Second Owner,14.7,1216.0,81.9,5,7,0.5482485393378332,Mid-range,Medium,4-7 years
Volkswagen Taigun,Volkswagen,Taigun,2022,5.73,69429,CNG,Dealer,Manual,First Owner,14.8,1584.0,106.0,7,3,0.8253035475089661,Mid-range,Medium,0-3 years
Hyundai Grand i10,Hyundai,Grand i10,2013,2.66,141080,Petrol,Dealer,Manual,Second Owner,17.5,800.0,51.1,5,12,0.18854550609583215,Budget,Medium,8-12 years
Renault Triber,Renault,Triber,2013,1.92,153353,Petrol,Individual,Manual,First Owner,14.8,1961.0,125.1,5,12,0.12520133287252286,Budget,Medium,8-12 years
Honda Jazz,Honda,Jazz,2019,3.89,104355,Diesel,Individual,Manual,Second Owner,17.0,1175.0,84.8,5,6,0.37276603900148536,Budget,Medium,4-7 years
Maruti Dzire,Maruti,Dzire,2023,4.24,66620,Diesel,Dealer,Manual,First Owner,19.5,1344.0,98.3,5,2,0.6364455118583009,Mid-range,High,0-3 years
Maruti Wagon R,Maruti,Wagon R,2017,2.0,87583,Petrol,Individual,Manual,First Owner,21.7,937.0,70.6,5,8,0.22835481771576677,Budget,High,8-12 years
Renault Kiger,Renault,Kiger,2022,4.26,47940,CNG,Individual,Manual,First Owner,14.3,1600.0,105.6,5,3,0.8886107634543179,Mid-range,Medium,0-3 years
Maruti Wagon R,Maruti,Wagon R,2023,5.35,53760,Diesel,Trustmark Dealer,Manual,First Owner,17.0,1156.0,86.2,5,2,0.9951636904761904,Mid-range,Medium,0-3 years
Hyundai i20,Hyundai,i20,2023,6.29,74018,Diesel,Individual,Manual,First Owner,20.2,1062.0,71.0,5,2,0.8497932935231971,Mid-range,High,0-3 years
Hyundai i20,Hyundai,i20,2018,3.45,104905,Petrol,Individual,Manual,First Owner,21.4,999.0,73.2,5,7,0.3288689766931986,Budget,High,4-7 years
Maruti Baleno,Maruti,Baleno,2021,4.67,31802,Diesel,Dealer,Manual,First Owner,14.8,1106.0,70.9,5,4,1.468461103075278,Mid-range,Medium,4-7 years
Hyundai Creta,Hyundai,Creta,2018,3.18,80215,Petrol,Individual,Manual,First Owner,18.1,1346.0,97.9,5,7,0.39643458206071186,Budget,High,4-7 years
Volkswagen Virtus,Volkswagen,Virtus,2020,4.67,110999,Electric,Individual,Manual,First Owner,13.6,1260.0,71.4,5,5,0.4207245110316309,Mid-range,Medium,4-7 years
Maruti Wagon R,Maruti,Wagon R,2019,3.19,92742,Petrol,Individual,Manual,First Owner,17.3,1186.0,86.8,5,6,0.34396497811131954,Budget,Medium,4-7 years
Renault Kwid,Renault,Kwid,2018,3.09,66325,Petrol,Individual,Automatic,Second Owner,21.9,1214.0,67.4,7,7,0.4658876743309461,Budget,High,4-7 years
Renault Duster,Renault,Duster,2017,2.09,155828,Petrol,Individual,Manual,First Owner,25.8,931.0,73.9,7,8,0.1341222373386041,Budget,Very High,8-12 years
Tata Harrier,Tata,Harrier,2020,4.33,83863,Diesel,Dealer,Manual,Second Owner,18.8,1039.0,65.9,5,5,0.5163182810059264,Mid-range,High,4-7 years
Maruti Dzire,Maruti,Dzire,2021,4.58,86455,Electric,Individual,Manual,First Owner,14.9,1361.0,90.6,7,4,0.5297553640622289,Mid-range,Medium,4-7 years
Toyota Etios,Toyota,Etios,2023,10.33,73789,CNG,Individual,Manual,First Owner,16.0,1432.0,94.2,5,2,1.3999376600848366,Premium,Medium,0-3 years
Maruti Swift,Maruti,Swift,2019,3.45,82912,Diesel,Dealer,Manual,Second Owner,16.9,1479.0,99.8,5,6,0.4161038209185643,Budget,Medium,4-7 years
Tata Nexon,Tata,Nexon,2013,2.53,113993,Electric,Individual,Manual,Second Owner,17.0,1199.0,72.6,7,12,0.22194345266814627,Budget,Medium,8-12 years
Mahindra Scorpio,Mahindra,Scorpio,2019,4.84,137676,Diesel,Individual,Automatic,First Owner,15.7,1334.0,93.5,5,6,0.35155001597954616,Mid-range,Medium,4-7 years
Mahindra Scorpio,Mahindra,Scorpio,2016,2.69,132570,Petrol,Individual,Manual,First Owner,17.8,1141.0,63.0,5,9,0.2029116693067813,Budget,Medium,8-12 years
Volkswagen Polo,Volkswagen,Polo,2012,2.63,154582,Diesel,Individual,Manual,First Owner,21.3,1214.0,53.7,5,13,0.17013623837186737,Budget,High,13+ years
Hyundai Grand i10,Hyundai,Grand i10,2012,2.23,149178,Petrol,Individual,Manual,First Owner,18.4,1124.0,64.3,7,13,0.14948584911984342,Budget,High,13+ years
Ford EcoSport,Ford,EcoSport,2019,3.22,68927,Petrol,Individual,Manual,Second Owner,17.3,1069.0,80.4,5,6,0.467160909367882,Budget,Medium,4-7 years
Ford EcoSport,Ford,EcoSport,2024,6.94,86605,Petrol,Dealer,Automatic,First Owner,19.0,836.0,64.2,7,1,0.8013394145834536,Mid-range,High,0-3 years
Tata Nexon,Tata,Nexon,2018,2.7,78951,Petrol,Trustmark Dealer,Manual,First Owner,18.6,1001.0,73.7,5,7,0.34198426872363874,Budget,High,4-7 years
Toyota Innova,Toyota,Innova,2017,4.65,110232,Electric,Dealer,Manual,First Owner,16.1,1247.0,95.4,7,8,0.4218375789244503,Mid-range,Medium,8-12 years
Maruti Wagon R,Maruti,Wagon R,2013,2.7,93933,Electric,Individual,Automatic,First Owner,19.1,803.0,56.6,5,12,0.2874389192296637,Budget,High,8-12 years
Hyundai Grand i10,Hyundai,Grand i10,2020,5.05,39601,Petrol,Dealer,Manual,First Owner,21.0,951.0,72.2,5,5,1.2752203227191232,Mid-range,High,4-7 years
Honda WR-V,Honda,WR-V,2012,2.69,143502,Diesel,Individual,Manual,First Owner,14.9,1742.0,111.3,7,13,0.18745383339605023,Budget,Medium,13+ years
Maruti Dzire,Maruti,Dzire,2022,3.51,53699,Petrol,Individual,Automatic,Second Owner,17.0,800.0,58.3,5,3,0.6536434570476172,Budget,Medium,0-3 years
Maruti Wagon R,Maruti,Wagon R,2022,4.69,27738,Petrol,Trustmark Dealer,Manual,First Owner,20.7,1136.0,87.9,5,3,1.6908212560386475,Mid-range,High,0-3 years
Renault Triber,Renault,Triber,2024,5.67,70393,Petrol,Dealer,Manual,First Owner,21.4,800.0,75.7,7,1,0.8054778173966162,Mid-range,High,0-3 years
Mahindra Scorpio,Mahindra,Scorpio,2015,2.96,163641,Petrol,Individual,Automatic,First Owner,17.0,937.0,63.1,7,10,0.18088376384891316,Budget,Medium,8-12 years
Honda Amaze,Honda,Amaze,2014,2.62,154070,Petrol,Trustmark Dealer,Manual,First Owner,18.0,1131.0,83.9,5,11,0.17005257350554942,Budget,Medium,8-12 years
Renault Kiger,Renault,Kiger,2015,2.02,111339,Petrol,Individual,Manual,First Owner,18.7,854.0,64.5,5,10,0.18142789139474935,Budget,High,8-12 years
Mahindra Bolero,Mahindra,Bolero,2022,6.13,71694,Petrol,Individual,Manual,First Owner,18.6,1401.0,94.7,5,3,0.8550227355148269,Mid-range,High,0-3 years
Maruti Dzire,Maruti,Dzire,2014,1.69,143029,Petrol,Individual,Manual,Third Owner,15.0,1673.0,109.0,5,11,0.11815785609911277,Budget,Medium,8-12 years
Tata Tiago,Tata,Tiago,2023,4.96,89686,CNG,Individual,Manual,Third Owner,16.5,1495.0,94.6,5,2,0.5530406083446692,Mid-range,Medium,0-3 years
Tata Nexon,Tata,Nexon,2014,2.26,115942,Petrol,Trustmark Dealer,Manual,Second Owner,16.0,1559.0,72.1,7,11,0.19492504873126215,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2012,1.87,137251,Petrol,Individual,Manual,Second Owner,17.6,800.0,71.3,5,13,0.13624673044276545,Budget,Medium,13+ years
Volkswagen Vento,Volkswagen,Vento,2014,2.87,130113,Petrol,Individual,Automatic,First Owner,21.6,1115.0,70.8,5,11,0.22057749802095103,Budget,High,8-12 years
Tata Tiago,Tata,Tiago,2021,3.81,90185,Petrol,Dealer,Manual,First Owner,18.7,1214.0,88.1,5,4,0.4224649331928813,Budget,High,4-7 years
Tata Altroz,Tata,Altroz,2019,2.96,88072,Petrol,Dealer,Manual,First Owner,15.1,1505.0,96.0,7,6,0.3360886547370333,Budget,Medium,4-7 years
Maruti Dzire,Maruti,Dzire,2016,2.11,107858,Petrol,Trustmark Dealer,Automatic,Second Owner,15.3,1814.0,108.5,5,9,0.19562758441654768,Budget,Medium,8-12 years
Maruti Wagon R,Maruti,Wagon R,2020,3.39,114856,Diesel,Trustmark Dealer,Automatic,First Owner,18.2,1574.0,103.5,5,5,0.2951521905690604,Budget,High,4-7 years
Kia Seltos,Kia,Seltos,2020,6.88,111109,Diesel,Trustmark Dealer,Automatic,First Owner,16.7,1514.0,97.9,5,5,0.6192117650235354,Mid-range,Medium,4-7 years
Maruti Wagon R,Maruti,Wagon R,2019,3.03,101503,Diesel,Dealer,Automatic,First Owner,16.3,2122.0,81.9,5,6,0.29851334443316946,Budget,Medium,4-7 years
Hyundai Verna,Hyundai,Verna,2018,3.53,135320,Diesel,Individual,Manual,First Owner,24.0,1234.0,84.1,5,7,0.26086313922553944,Budget,High,4-7 years
Hyundai Grand i10,Hyundai,Grand i10,2013,2.34,121498,Petrol,Trustmark Dealer,Manual,Second Owner,18.6,1099.0,75.2,5,12,0.19259576289321634,Budget,High,8-12 years
Honda WR-V,Honda,WR-V,2015,3.16,152705,Petrol,Individual,Automatic,First Owner,16.8,1262.0,91.8,5,10,0.20693493991683312,Budget,Medium,8-12 years
Toyota Etios,Toyota,Etios,2018,5.3,109435,Petrol,Individual,Manual,First Owner,18.1,880.0,52.7,5,7,0.48430575227303874,Mid-range,High,4-7 years
Honda WR-V,Honda,WR-V,2013,2.1,201962,Petrol,Individual,Manual,First Owner,13.8,1224.0,75.9,5,12,0.1039799566255038,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2018,3.25,71265,Petrol,Individual,Automatic,Second Owner,23.1,800.0,64.8,5,7,0.45604434154213147,Budget,High,4-7 years
Hyundai Verna,Hyundai,Verna,2013,2.56,114834,Petrol,Dealer,Manual,First Owner,18.7,1015.0,65.7,5,12,0.22293049096957349,Budget,High,8-12 years
Renault Triber,Renault,Triber,2022,4.71,80713,Diesel,Trustmark Dealer,Manual,First Owner,20.3,1160.0,71.6,5,3,0.5835491184815332,Mid-range,High,0-3 years
Toyota Innova,Toyota,Innova,2013,3.99,138739,Petrol,Individual,Manual,First Owner,18.6,1532.0,94.5,5,12,0.2875903675246326,Budget,High,8-12 years
Toyota Etios,Toyota,Etios,2013,3.93,172903,Petrol,Individual,Manual,First Owner,14.0,1589.0,101.6,5,12,0.22729507295998339,Budget,Medium,8-12 years
Ford Endeavour,Ford,Endeavour,2020,4.55,69795,Diesel,Individual,Manual,Second Owner,18.3,863.0,61.7,5,5,0.6519091625474605,Mid-range,High,4-7 years
Volkswagen Vento,Volkswagen,Vento,2014,2.32,143408,Petrol,Dealer,Manual,First Owner,17.8,1927.0,119.3,7,11,0.16177619100747517,Budget,Medium,8-12 years
Maruti Wagon R,Maruti,Wagon R,2016,2.08,136074,Diesel,Individual,Automatic,Third Owner,17.9,1252.0,75.6,5,9,0.15285800373326278,Budget,Medium,8-12 years
Tata Harrier,Tata,Harrier,2016,2.22,126002,CNG,Individual,Manual,First Owner,16.5,1284.0,91.8,5,9,0.1761876795606419,Budget,Medium,8-12 years
Honda Jazz,Honda,Jazz,2014,3.29,102358,Electric,Dealer,Manual,First Owner,18.5,800.0,69.6,7,11,0.32142089528908346,Budget,High,8-12 years
Hyundai Creta,Hyundai,Creta,2021,5.33,108970,Petrol,Individual,Automatic,Third Owner,19.3,983.0,53.8,5,4,0.489125447370836,Mid-range,High,4-7 years
Renault Duster,Renault,Duster,2020,3.83,111545,Petrol,Individual,Automatic,First Owner,19.3,1567.0,88.8,7,5,0.34335918239275626,Budget,High,4-7 years
Honda Jazz,Honda,Jazz,2015,2.67,130190,Diesel,Individual,Manual,Second Owner,19.4,1259.0,92.3,7,10,0.20508487595053382,Budget,High,8-12 years
Volkswagen Virtus,Volkswagen,Virtus,2020,4.42,88995,Diesel,Individual,Manual,First Owner,18.5,1238.0,95.6,5,5,0.49665711556829034,Mid-range,High,4-7 years
Renault Duster,Renault,Duster,2021,3.77,82974,Diesel,Dealer,Manual,First Owner,21.1,1280.0,68.4,5,4,0.4543591968568467,Budget,High,4-7 years
Honda Jazz,Honda,Jazz,2019,4.64,89267,Petrol,Individual,Automatic,First Owner,23.3,800.0,65.5,7,6,0.5197889477634512,Mid-range,High,4-7 years
Kia EV6,Kia,EV6,2019,4.94,105097,Petrol,Individual,Manual,First Owner,19.2,1166.0,92.2,5,6,0.47004196123581077,Mid-range,High,4-7 years
Toyota Fortuner,Toyota,Fortuner,2024,11.03,59184,Petrol,Dealer,Manual,Second Owner,21.1,1693.0,101.2,5,1,1.8636793728034602,Premium,High,0-3 years
Renault Kiger,Renault,Kiger,2017,2.63,85332,Petrol,Dealer,Automatic,First Owner,15.7,1580.0,114.5,5,8,0.30820794074907415,Budget,Medium,8-12 years
Hyundai Creta,Hyundai,Creta,2017,2.82,80930,Petrol,Individual,Manual,First Owner,20.8,1156.0,77.2,5,8,0.34844927715309526,Budget,High,8-12 years
Honda Amaze,Honda,Amaze,2019,4.29,74455,CNG,Dealer,Manual,First Owner,14.5,1747.0,113.6,7,6,0.5761869585655766,Mid-range,Medium,4-7 years
Honda Amaze,Honda,Amaze,2022,5.85,76386,Petrol,Individual,Automatic,First Owner,22.4,800.0,53.2,5,3,0.7658471447647474,Mid-range,High,0-3 years
Maruti Swift,Maruti,Swift,2021,4.37,77406,Diesel,Individual,Automatic,First Owner,19.7,860.0,70.3,5,4,0.5645557191948944,Mid-range,High,4-7 years
Tata Altroz,Tata,Altroz,2012,2.15,141237,CNG,Dealer,Manual,Third Owner,15.6,1852.0,123.5,5,13,0.1522263995978391,Budget,Medium,13+ years
Kia Sonet,Kia,Sonet,2017,3.73,115017,Petrol,Individual,Manual,First Owner,22.0,1402.0,105.9,5,8,0.32429988610379334,Budget,High,8-12 years
Toyota Innova,Toyota,Innova,2021,9.08,64198,Petrol,Individual,Manual,First Owner,20.8,1099.0,81.9,5,4,1.4143742795725722,Premium,High,4-7 years
Maruti Dzire,Maruti,Dzire,2014,1.94,155744,Diesel,Dealer,Manual,First Owner,19.4,1181.0,79.9,5,11,0.1245633860694473,Budget,High,8-12 years
Hyundai Verna,Hyundai,Verna,2024,6.59,52610,Petrol,Dealer,Manual,First Owner,18.4,918.0,90.4,5,1,1.2526135715643414,Mid-range,High,0-3 years
Maruti Swift,Maruti,Swift,2022,4.25,61964,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1297.0,97.1,5,3,0.6858821251048997,Mid-range,High,0-3 years
Maruti Swift,Maruti,Swift,2023,5.43,75612,Diesel,Dealer,Manual,Second Owner,15.9,1269.0,89.1,7,2,0.7181399777813045,Mid-range,Medium,0-3 years
Kia EV6,Kia,EV6,2013,3.71,89596,Diesel,Individual,Manual,First Owner,20.1,1207.0,73.4,5,12,0.4140809857582928,Budget,High,8-12 years
Tata Altroz,Tata,Altroz,2019,3.53,73608,Diesel,Dealer,Manual,Second Owner,22.3,800.0,46.8,5,6,0.4795674383219215,Budget,High,4-7 years
Hyundai Creta,Hyundai,Creta,2018,3.8,119083,Electric,Individual,Manual,First Owner,17.5,1293.0,81.9,5,7,0.31910516194586963,Budget,Medium,4-7 years
Toyota Innova,Toyota,Innova,2020,7.61,46276,Petrol,Dealer,Manual,First Owner,22.7,1015.0,63.4,5,5,1.6444809404442908,Mid-range,High,4-7 years
Maruti Dzire,Maruti,Dzire,2023,4.5,89586,Diesel,Individual,Manual,Second Owner,23.3,855.0,73.0,5,2,0.5023106288929073,Mid-range,High,0-3 years
Hyundai Creta,Hyundai,Creta,2016,2.44,143745,Diesel,Individual,Manual,Second Owner,16.2,1643.0,109.3,5,9,0.16974503460989948,Budget,Medium,8-12 years
Ford Endeavour,Ford,Endeavour,2018,3.36,89371,Diesel,Individual,Manual,Second Owner,15.2,1959.0,117.8,5,7,0.37596088216535567,Budget,Medium,4-7 years
Toyota Fortuner,Toyota,Fortuner,2020,8.86,90919,Diesel,Dealer,Automatic,First Owner,13.4,1880.0,117.3,5,5,0.9744937801779605,Premium,Medium,4-7 years
Mahindra Thar,Mahindra,Thar,2021,6.93,102619,Diesel,Individual,Automatic,Third Owner,16.5,1428.0,91.5,5,4,0.675313538428556,Mid-range,Medium,4-7 years
Toyota Fortuner,Toyota,Fortuner,2022,8.13,61230,CNG,Dealer,Manual,Second Owner,16.7,1107.0,82.3,5,3,1.3277804997550222,Premium,Medium,0-3 years
Tata Tiago,Tata,Tiago,2016,2.46,129591,Petrol,Dealer,Manual,Second Owner,18.3,1175.0,72.6,5,9,0.18982799731462835,Budget,High,8-12 years
Volkswagen Taigun,Volkswagen,Taigun,2024,7.9,43734,Diesel,Dealer,Automatic,Second Owner,17.3,1342.0,91.6,5,1,1.8063749028216034,Mid-range,Medium,0-3 years
Kia Sonet,Kia,Sonet,2012,3.67,125992,Petrol,Individual,Manual,Third Owner,15.8,1053.0,75.3,7,13,0.2912883357673503,Budget,Medium,13+ years
Ford Figo,Ford,Figo,2018,3.49,79914,Diesel,Individual,Automatic,First Owner,16.9,1662.0,99.6,5,7,0.4367194734339415,Budget,Medium,4-7 years
Mahindra XUV500,Mahindra,XUV500,2019,3.86,98538,Diesel,Trustmark Dealer,Manual,Second Owner,22.6,800.0,71.7,5,6,0.3917270494631513,Budget,High,4-7 years
Volkswagen Taigun,Volkswagen,Taigun,2012,2.18,161975,Diesel,Individual,Manual,Second Owner,18.9,1096.0,72.9,5,13,0.13458867109121778,Budget,High,13+ years
Renault Triber,Renault,Triber,2017,2.19,99949,Petrol,Individual,Manual,Second Owner,11.4,1480.0,88.5,5,8,0.2191117469909654,Budget,Low,8-12 years
Maruti Swift,Maruti,Swift,2019,3.11,63032,Petrol,Trustmark Dealer,Manual,Second Owner,19.5,904.0,81.9,5,6,0.49340017768752376,Budget,High,4-7 years
Ford Figo,Ford,Figo,2019,3.73,67180,Petrol,Individual,Manual,First Owner,16.0,1116.0,76.8,5,6,0.5552247692765704,Budget,Medium,4-7 years
Tata Altroz,Tata,Altroz,2013,2.33,138681,Petrol,Individual,Automatic,First Owner,16.0,1408.0,95.7,5,12,0.1680114795826393,Budget,Medium,8-12 years
Honda Jazz,Honda,Jazz,2015,2.77,157570,Petrol,Individual,Manual,First Owner,18.3,1731.0,100.7,7,10,0.17579488481309893,Budget,High,8-12 years
Toyota Innova,Toyota,Innova,2015,4.0,125661,CNG,Individual,Manual,Second Owner,15.7,800.0,65.5,5,10,0.3183167410732049,Budget,Medium,8-12 years
Mahindra Bolero,Mahindra,Bolero,2020,5.11,75988,Petrol,Individual,Manual,Second Owner,18.9,1214.0,76.4,5,5,0.6724746012528294,Mid-range,High,4-7 years
Mahindra Scorpio,Mahindra,Scorpio,2016,4.32,127356,Electric,Dealer,Automatic,Second Owner,21.8,869.0,52.7,5,9,0.3392066333741638,Mid-range,High,8-12 years
Hyundai Creta,Hyundai,Creta,2019,3.8,85731,Petrol,Individual,Manual,Second Owner,19.2,800.0,61.8,5,6,0.44324690018779667,Budget,High,4-7 years
Ford Endeavour,Ford,Endeavour,2021,4.58,69677,Diesel,Dealer,Manual,First Owner,19.0,800.0,52.7,5,4,0.6573187709000101,Mid-range,High,4-7 years
Volkswagen Polo,Volkswagen,Polo,2022,6.29,50413,Diesel,Dealer,Manual,First Owner,24.3,860.0,83.8,5,3,1.2476940471703728,Mid-range,High,0-3 years
Hyundai Grand i10,Hyundai,Grand i10,2014,2.71,154485,Diesel,Dealer,Manual,First Owner,16.7,1632.0,114.7,5,11,0.17542156196394473,Budget,Medium,8-12 years
Maruti Baleno,Maruti,Baleno,2023,5.94,9137,Diesel,Individual,Automatic,Second Owner,20.8,1091.0,77.3,5,2,6.50103972857612,Mid-range,High,0-3 years
Maruti Wagon R,Maruti,Wagon R,2014,1.92,141052,Diesel,Dealer,Manual,First Owner,19.3,1211.0,71.8,5,11,0.1361200124776678,Budget,High,8-12 years
Volkswagen Virtus,Volkswagen,Virtus,2012,2.73,126297,CNG,Individual,Manual,Second Owner,18.3,866.0,54.7,5,13,0.21615715337656477,Budget,High,13+ years
Honda Amaze,Honda,Amaze,2012,3.44,127472,Diesel,Dealer,Automatic,Third Owner,19.6,1422.0,99.2,5,13,0.26986318564076817,Budget,High,13+ years
Mahindra Scorpio,Mahindra,Scorpio,2014,2.67,160730,Petrol,Individual,Manual,First Owner,18.5,1857.0,106.2,5,11,0.1661170907733466,Budget,High,8-12 years
Tata Altroz,Tata,Altroz,2023,5.13,49289,Petrol,Dealer,Manual,Second Owner,16.7,889.0,53.2,5,2,1.0408001785388221,Mid-range,Medium,0-3 years
Mahindra XUV500,Mahindra,XUV500,2014,3.23,108538,Diesel,Individual,Manual,First Owner,14.9,1804.0,114.3,5,11,0.29759162689564944,Budget,Medium,8-12 years
Tata Tiago,Tata,Tiago,2021,4.6,75131,Petrol,Dealer,Automatic,First Owner,17.5,1328.0,89.1,5,4,0.6122639123664,Mid-range,Medium,4-7 years
Volkswagen Taigun,Volkswagen,Taigun,2017,2.88,113104,Petrol,Individual,Manual,First Owner,17.4,1206.0,84.4,5,8,0.25463290422973545,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2012,2.04,126779,Diesel,Individual,Manual,First Owner,19.5,1340.0,85.2,5,13,0.16090992987797664,Budget,High,13+ years
Honda WR-V,Honda,WR-V,2017,3.77,69375,Petrol,Dealer,Manual,First Owner,18.1,1337.0,95.9,5,8,0.5434234234234234,Budget,High,8-12 years
Volkswagen Polo,Volkswagen,Polo,2012,3.04,117454,Diesel,Individual,Manual,First Owner,18.6,1850.0,81.9,5,13,0.2588247313842015,Budget,High,13+ years
Kia Sonet,Kia,Sonet,2018,4.17,125689,Diesel,Dealer,Manual,First Owner,19.5,1382.0,96.0,5,7,0.33177127672270446,Mid-range,High,4-7 years
Renault Kwid,Renault,Kwid,2019,3.16,92645,Diesel,Dealer,Manual,First Owner,20.0,1389.0,93.1,7,6,0.3410869447892493,Budget,High,4-7 years
Maruti Swift,Maruti,Swift,2018,2.14,107423,Diesel,Dealer,Manual,First Owner,16.8,1052.0,77.7,5,7,0.1992124591567914,Budget,Medium,4-7 years
Tata Tiago,Tata,Tiago,2015,1.9,111248,CNG,Dealer,Manual,First Owner,15.1,1494.0,106.6,5,10,0.17078958722853443,Budget,Medium,8-12 years
Maruti Swift,Maruti,Swift,2021,4.37,63491,Diesel,Dealer,Automatic,Second Owner,18.7,865.0,58.9,5,4,0.6882865287993574,Mid-range,High,4-7 years
Maruti Dzire,Maruti,Dzire,2019,2.8,127906,Electric,Trustmark Dealer,Manual,First Owner,20.8,1238.0,77.8,5,6,0.21891076259127795,Budget,High,4-7 years
Ford Endeavour,Ford,Endeavour,2015,3.08,112859,Petrol,Individual,Automatic,First Owner,10.8,2209.0,123.0,5,10,0.2729069015320001,Budget,Low,8-12 years
